"Cust_ID";"Contract_date";"Package";"Gender";"Age";"Marital_Status";"Living_Condition";"Graduation";"Job_Type";"Income";"Peak_minute_09";"Weekend_minute_09";"Offpeak_minute_09";"Offpeak_nr_09";"Peak_nr_09";"Weekend_nr_09";"Selfnet_minute_09";"Fixed_minute_09";"Othermob_minute_09";"Voicemail_nr_09";"Voicemail_minute_09";"SMS_09";"Peak_minute_10";"Weekend_minute_10";"Offpeak_minute_10";"Offpeak_nr_10";"Peak_nr_10";"Weekend_nr_10";"Selfnet_minute_10";"Fixed_minute_10";"Othermob_minute_10";"Voicemail_nr_10";"Voicemail_minute_10";"SMS_10";"Peak_minute_11";"Weekend_minute_11";"Offpeak_minute_11";"Offpeak_nr_11";"Peak_nr_11";"Weekend_nr_11";"Selfnet_minute_11";"Fixed_minute_11";"Othermob_minute_11";"Voicemail_nr_11";"Voicemail_minute_11";"SMS_11";"Peak_minute_12";"Weekend_minute_12";"Offpeak_minute_12";"Offpeak_nr_12";"Peak_nr_12";"Weekend_nr_12";"Selfnet_minute_12";"Fixed_minute_12";"Othermob_minute_12";"Voicemail_nr_12";"Voicemail_minute_12";"SMS_12"
"ID5453582";"06/06/2005";"PACK_Z";"Female";21.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";3.6;1.65;1.98;38.0;103.0;24.0;1.07;3.0;5.48;8.0;9.55;178.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5455019";"08/16/2005";"PACK_X";"Female";27.0;"Married";"Owner";"University";"Executive";"30_60k";24.77;39.58;64.1;104.0;91.0;77.0;109.68;0.0;18.77;86.0;128.45;186.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5455762";"10/20/2005";"PACK_X";"Male";31.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";83.1;9.9;16.77;28.0;108.0;23.0;76.6;8.57;22.93;159.0;109.77;0.0;100.0;17.17;4.22;7.0;106.0;37.0;90.03;4.72;23.28;150.0;121.38;0.0;62.95;22.92;7.6;11.0;86.0;39.0;53.6;2.83;28.3;133.0;92.03;1.0;44.0;10.6;2.28;7.0;69.0;15.0;26.02;4.45;28.02;88.0;58.4;6.0
"ID5456095";"01/19/2006";"PACK_E";"Female";52.0;"Widow";"Owner";"Highschool";"Retired";"15_30k";43.62;36.88;10.45;50.0;58.0;56.0;66.0;6.57;18.38;102.0;90.95;62.0;7.82;2.88;4.87;22.0;12.0;19.0;13.37;0.75;1.45;32.0;15.57;21.0;50.35;14.42;44.65;55.0;42.0;35.0;88.32;3.05;16.73;73.0;108.1;57.0;2.1;2.35;8.35;10.0;14.0;5.0;12.38;0.0;0.33;26.0;12.72;2.0
"ID5528390";"01/13/2005";"PACK_E";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";19.3;7.57;2.57;6.0;24.0;4.0;0.72;8.13;20.58;34.0;29.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5550165";"11/23/2005";"PACK_Z";"Female";26.0;"Single";"Other";"Highschool";"Public_Employee";"Below_15k";68.98;26.3;7.45;7.0;64.0;19.0;10.8;11.1;104.48;107.0;127.5;0.0;36.18;16.37;5.05;10.0;42.0;28.0;5.57;3.58;65.57;97.0;74.72;5.0;45.33;16.05;2.98;7.0;51.0;14.0;10.2;8.45;51.77;77.0;70.35;3.0;28.75;28.7;16.87;18.0;48.0;29.0;8.85;7.15;73.17;112.0;89.42;2.0
"ID5550305";"11/02/2004";"PACK_B";"Male";29.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";15.22;9.58;3.92;11.0;33.0;15.0;8.72;4.42;14.27;58.0;28.72;1.0;4.07;14.27;7.52;11.0;14.0;12.0;17.32;2.62;5.92;33.0;25.85;4.0;14.95;16.37;3.63;8.0;23.0;18.0;16.97;3.4;15.75;47.0;36.12;6.0;13.28;11.35;7.48;8.0;17.0;19.0;13.72;7.83;13.62;44.0;35.17;5.0
"ID5550654";"12/11/2004";"PACK_B";"Female";41.0;"Married";"Owner";"University";"Executive";"30_60k";0.05;0.0;0.0;0.0;1.0;0.0;0.05;0.0;0.0;1.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5551773";"03/05/2005";"PACK_X";"Male";28.0;"Single";"Family_Member";"Highschool";"Public_Employee";"Over_60k";4.2;18.15;28.83;4.0;7.0;14.0;8.77;0.3;42.12;24.0;51.18;1.0;45.78;9.02;25.52;8.0;14.0;8.0;20.12;0.0;60.2;26.0;80.32;4.0;6.35;24.62;15.55;9.0;6.0;15.0;24.37;0.32;21.52;24.0;46.2;5.0;19.08;45.48;28.18;19.0;16.0;16.0;44.45;8.55;60.47;40.0;113.47;13.0
"ID5551832";"12/06/2004";"PACK_B";"Male";50.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";1.15;0.27;0.23;1.0;12.0;3.0;1.65;0.0;0.0;16.0;1.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5551968";"03/04/2005";"PACK_Z";"Female";33.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";9.57;41.1;26.37;19.0;13.0;35.0;70.3;0.32;10.93;70.0;81.55;1.0;4.63;39.6;17.62;16.0;9.0;26.0;79.33;0.0;7.0;64.0;86.33;3.0;6.4;39.28;53.77;17.0;14.0;24.0;90.02;9.25;9.35;60.0;108.62;0.0;8.57;48.27;19.83;13.0;11.0;44.0;67.07;8.4;16.38;61.0;91.85;23.0
"ID5552512";"02/16/2005";"PACK_B";"Female";48.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";75.9;17.4;35.43;27.0;100.0;22.0;123.5;0.35;4.88;134.0;128.73;15.0;65.0;11.8;22.28;25.0;64.0;20.0;93.85;1.05;4.18;92.0;99.08;17.0;45.27;2.27;18.38;14.0;65.0;7.0;61.45;2.13;2.3;83.0;65.92;3.0;26.23;2.62;21.78;14.0;50.0;6.0;50.47;0.52;3.17;76.0;54.15;4.0
"ID5553805";"04/26/2005";"PACK_B";"Male";25.0;"Single";"Owner";"Highschool";"Public_Employee";"15_30k";2.85;2.83;8.47;19.0;20.0;4.0;10.92;0.02;3.22;29.0;14.15;14.0;7.58;12.4;3.68;5.0;14.0;14.0;15.82;0.0;3.72;23.0;23.67;10.0;15.87;7.03;3.45;16.0;23.0;11.0;17.67;0.0;4.88;30.0;23.28;16.0;51.35;3.22;4.67;21.0;31.0;6.0;25.6;0.0;5.32;39.0;30.52;10.0
"ID5554597";"07/31/2005";"PACK_X";"Male";30.0;"Married";"Owner";"University";"Public_Employee";"15_30k";0.1;0.0;0.0;0.0;2.0;0.0;0.1;0.0;0.0;2.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5556171";"12/09/2005";"PACK_Z";"Female";38.0;"Married";"Owner";"Highschool";"Public_Employee";"Below_15k";18.05;36.43;2.08;16.0;44.0;30.0;3.58;0.58;52.4;33.0;56.57;67.0;2.07;18.6;8.08;27.0;37.0;46.0;0.75;0.0;33.0;27.0;33.75;106.0;15.17;20.03;33.87;24.0;40.0;20.0;3.15;2.72;79.23;45.0;85.1;58.0;22.1;63.58;26.07;22.0;17.0;18.0;5.22;0.4;129.75;50.0;135.37;27.0
"ID5620484";"09/25/2004";"PACK_B";"Male";22.0;"Married";"Owner";"Highschool";"Labourer";"30_60k";9.08;14.98;7.73;22.0;49.0;23.0;5.48;0.08;26.23;52.0;31.8;42.0;11.57;16.47;11.47;35.0;47.0;47.0;4.82;0.27;34.42;85.0;39.5;44.0;10.6;5.48;7.6;36.0;48.0;18.0;2.12;0.35;21.22;46.0;23.68;56.0;23.9;5.97;12.42;54.0;63.0;25.0;1.9;1.27;38.05;62.0;42.17;68.0
"ID5620791";"10/15/2004";"PACK_B";"Female";42.0;"Widow";"Owner";"University";"Public_Employee";"15_30k";8.98;22.28;7.82;4.0;17.0;23.0;12.67;14.7;6.13;29.0;39.08;15.0;3.48;1.47;7.1;13.0;22.0;8.0;3.92;2.78;5.22;21.0;12.05;22.0;1.93;3.43;2.42;4.0;13.0;10.0;1.23;5.78;0.77;8.0;7.78;19.0;2.85;0.18;7.3;15.0;21.0;9.0;1.78;7.55;1.73;7.0;11.25;35.0
"ID5627799";"04/28/2005";"PACK_B";"Male";30.0;"Married";"Owner";"Highschool";"Executive";"30_60k";11.73;0.7;1.78;6.0;15.0;1.0;4.28;3.33;6.6;17.0;14.22;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5628416";"12/22/2004";"PACK_B";"Female";21.0;"Single";"Owner";"University";"Labourer";"15_30k";12.72;16.82;11.77;33.0;13.0;21.0;39.23;0.27;1.8;31.0;41.3;36.0;0.08;2.12;3.17;7.0;3.0;5.0;5.25;0.0;0.12;10.0;5.37;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;18.52;0.87;10.77;24.0;24.0;15.0;15.63;0.0;18.95;42.0;34.58;32.0
"ID5651367";"03/09/2005";"PACK_Z";"Female";25.0;"Married";"Family_Member";"Highschool";"Labourer";"Below_15k";0.48;8.75;16.55;23.0;17.0;35.0;25.88;0.0;0.53;31.0;26.42;52.0;0.0;0.02;0.0;0.0;0.0;1.0;0.02;0.0;0.0;1.0;0.02;0.0;0.0;0.05;0.02;1.0;0.0;3.0;0.08;0.0;0.05;6.0;0.13;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.2;0.0;0.0;1.0;0.2;0.0
"ID5651851";"12/23/2004";"PACK_Z";"Male";52.0;"Divorced";"Owner";"Highschool";"Labourer";"Below_15k";1.68;1.1;12.78;2.0;2.0;1.0;0.0;1.88;13.68;5.0;15.57;0.0;0.0;0.72;0.0;0.0;0.0;2.0;0.0;0.0;0.72;2.0;0.72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5652299";"05/16/2005";"PACK_Z";"Male";21.0;"Single";"Family_Member";"University";"Public_Employee";"15_30k";24.32;22.22;2.8;11.0;60.0;17.0;38.83;10.07;4.97;54.0;53.87;46.0;0.97;0.87;0.15;19.0;5.0;11.0;5.38;0.0;1.02;16.0;6.4;34.0;18.03;29.97;44.7;22.0;43.0;37.0;75.0;8.5;15.55;79.0;99.05;36.0;4.85;1.88;10.17;6.0;17.0;4.0;9.9;0.0;8.12;19.0;18.02;11.0
"ID5653059";"05/23/2005";"PACK_Z";"Female";25.0;"In_Relationship";"Family_Member";"University";"Public_Employee";"Below_15k";3.98;3.45;4.3;4.0;10.0;4.0;11.65;0.0;0.08;18.0;11.73;0.0;9.95;2.2;5.02;2.0;14.0;5.0;12.8;4.65;0.82;19.0;18.27;6.0;11.48;5.45;2.23;5.0;16.0;21.0;14.0;0.62;5.88;26.0;20.5;15.0;10.82;15.07;18.63;9.0;18.0;19.0;12.25;23.52;12.78;52.0;48.55;2.0
"ID5653962";"08/25/2005";"PACK_Z";"Female";36.0;"Single";"Family_Member";"Primary_School";"Public_Employee";"15_30k";0.0;0.0;0.0;0.0;0.0;0.0;0.07;0.0;0.0;1.0;0.07;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5654505";"07/26/2005";"PACK_Z";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;4.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0;0.0;0.0;0.0;0.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;5.0
"ID5654590";"07/26/2005";"PACK_X";"Female";52.0;"Married";"Other";"Highschool";"Public_Employee";"15_30k";50.8;3.78;1.68;7.0;57.0;9.0;19.58;2.92;33.77;69.0;56.27;4.0;29.65;6.48;7.98;2.0;31.0;10.0;3.78;11.17;29.17;41.0;44.12;2.0;17.28;5.03;7.72;15.0;30.0;8.0;9.68;2.62;17.73;49.0;30.03;4.0;46.95;5.18;15.63;11.0;63.0;7.0;15.57;9.88;43.0;79.0;68.45;3.0
"ID5654615";"07/09/2005";"PACK_X";"Female";51.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";2.0;4.3;4.7;2.0;3.0;1.0;0.53;0.0;10.47;6.0;11.0;0.0;2.72;8.0;5.65;1.0;1.0;4.0;0.65;0.0;15.72;6.0;16.37;0.0;1.62;3.47;17.37;3.0;1.0;1.0;0.0;0.0;22.45;5.0;22.45;0.0;7.77;20.52;8.75;6.0;7.0;19.0;0.45;8.78;22.68;23.0;31.92;6.0
"ID5655237";"08/29/2005";"PACK_Z";"Female";21.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";10.5;8.6;39.53;16.0;14.0;11.0;47.92;0.0;12.68;31.0;60.6;12.0;3.02;2.8;72.52;21.0;8.0;6.0;80.92;0.25;4.23;35.0;85.4;9.0;6.23;9.15;62.12;31.0;25.0;17.0;90.77;3.8;4.23;44.0;98.8;42.0;19.22;27.6;19.32;46.0;76.0;64.0;67.92;1.2;11.13;64.0;80.25;209.0
"ID5720869";"12/04/2004";"PACK_X";"Male";47.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";95.87;52.2;26.83;26.0;62.0;26.0;33.65;35.83;94.98;113.0;174.9;1.0;106.88;45.0;73.28;35.0;56.0;33.0;99.83;13.17;111.52;120.0;225.17;4.0;110.35;53.85;105.52;53.0;55.0;25.0;104.7;20.5;136.35;129.0;265.28;0.0;59.88;36.03;57.77;35.0;32.0;31.0;84.73;0.0;58.28;80.0;143.12;11.0
"ID5750029";"12/20/2004";"PACK_B";"Male";63.0;"Married";"Owner";"Primary_School";"Retired";"30_60k";6.2;10.27;0.58;5.0;21.0;6.0;15.52;0.0;1.53;18.0;17.05;14.0;3.05;0.0;1.42;10.0;8.0;5.0;4.0;0.0;0.47;10.0;4.47;13.0;0.25;0.0;0.0;1.0;4.0;0.0;0.12;0.13;0.0;2.0;0.25;3.0;3.35;0.0;0.4;4.0;6.0;2.0;3.75;0.0;0.0;5.0;3.75;6.0
"ID5751249";"01/10/2005";"PACK_B";"Female";29.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";0.0;0.27;0.0;0.0;0.0;3.0;0.27;0.0;0.0;3.0;0.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5751260";"12/18/2004";"PACK_B";"Female";22.0;"Married";"Other";"University";"Public_Employee";"15_30k";1.48;0.2;4.68;19.0;14.0;7.0;3.28;0.0;3.08;15.0;6.37;25.0;2.75;2.12;0.83;10.0;12.0;10.0;3.68;0.0;2.02;13.0;5.7;19.0;0.7;0.23;0.0;4.0;8.0;4.0;0.02;0.07;0.85;6.0;0.93;10.0;10.85;0.72;5.45;12.0;37.0;7.0;12.42;0.0;5.12;29.0;17.53;27.0
"ID5751300";"12/15/2004";"PACK_B";"Male";34.0;"In_Relationship";"Owner";"Highschool";"Labourer";"15_30k";4.7;0.03;7.17;5.0;9.0;2.0;1.15;0.0;10.75;16.0;11.9;0.0;20.6;7.62;12.12;12.0;26.0;10.0;4.55;0.0;35.78;47.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.57;6.22;10.93;30.0;22.0;12.0;6.12;1.87;14.43;48.0;22.42;9.0
"ID5751688";"02/19/2005";"PACK_B";"Male";26.0;"Single";"Owner";"Highschool";"Labourer";"Below_15k";3.85;10.4;62.25;58.0;8.0;18.0;14.68;0.38;61.43;43.0;76.5;41.0;2.82;24.65;119.22;53.0;10.0;28.0;28.48;0.92;117.28;69.0;146.68;22.0;0.45;32.52;38.55;20.0;7.0;18.0;57.12;0.05;14.35;39.0;71.52;6.0;4.97;8.78;41.23;31.0;12.0;11.0;41.37;0.22;6.08;40.0;47.75;7.0
"ID5752925";"02/13/2005";"PACK_B";"Male";42.0;"Married";"Owner";"Highschool";"Public_Employee";"30_60k";4.08;2.18;0.05;3.0;6.0;5.0;2.32;0.0;4.0;9.0;6.32;5.0;2.22;1.78;4.63;6.0;2.0;2.0;5.92;0.0;2.72;7.0;8.63;3.0;5.1;0.0;8.83;3.0;5.0;0.0;13.93;0.0;0.0;6.0;13.93;2.0;3.87;0.02;26.23;5.0;5.0;1.0;6.05;0.0;24.07;11.0;30.12;0.0
"ID5753596";"06/26/2005";"PACK_B";"Male";39.0;"Married";"Owner";"Highschool";"Executive";"Over_60k";77.17;40.82;97.33;62.0;119.0;54.0;108.35;7.18;99.78;216.0;215.32;19.0;88.65;26.17;57.02;68.0;114.0;44.0;59.02;2.82;109.38;215.0;171.83;11.0;99.58;26.8;76.75;94.0;107.0;38.0;35.1;12.03;155.9;210.0;203.03;28.0;61.03;32.35;46.85;78.0;83.0;55.0;17.37;22.73;100.82;186.0;140.92;21.0
"ID5754605";"08/11/2005";"PACK_Z";"Male";20.0;"Single";"Owner";"Highschool";"Public_Employee";"Over_60k";8.87;2.72;1.58;53.0;85.0;14.0;5.25;0.32;7.97;44.0;13.53;124.0;6.95;0.52;2.53;15.0;58.0;19.0;7.07;0.0;4.0;30.0;10.7;73.0;4.93;0.0;0.0;27.0;52.0;19.0;3.98;0.0;2.07;13.0;6.05;118.0;4.08;0.85;0.88;5.0;18.0;8.0;2.9;0.02;2.12;17.0;5.03;13.0
"ID5826952";"12/24/2004";"PACK_B";"Male";37.0;"Married";"Owner";"University";"Public_Employee";"30_60k";1.8;2.98;7.23;4.0;6.0;7.0;4.52;0.0;7.5;14.0;12.02;3.0;1.38;3.02;0.2;3.0;10.0;5.0;3.25;0.0;1.35;11.0;4.6;7.0;2.1;4.37;0.8;1.0;4.0;4.0;1.37;0.0;5.9;8.0;7.27;1.0;7.0;7.95;0.05;13.0;12.0;5.0;7.92;0.0;7.23;19.0;15.15;13.0
"ID5829301";"01/23/2005";"PACK_B";"Female";46.0;"Married";"Owner";"Highschool";"Executive";"30_60k";60.43;15.43;58.53;48.0;51.0;18.0;28.87;27.2;78.33;117.0;134.4;0.0;53.0;19.68;27.67;38.0;63.0;27.0;35.47;25.87;35.73;127.0;100.35;1.0;43.37;35.88;67.55;40.0;65.0;22.0;46.8;10.02;86.25;123.0;143.27;2.0;53.77;14.38;62.13;54.0;100.0;29.0;52.6;21.42;57.05;177.0;131.07;9.0
"ID5850211";"10/06/2004";"PACK_B";"Female";30.0;"Divorced";"Owner";"Highschool";"Public_Employee";"30_60k";0.05;0.0;0.0;0.0;1.0;0.0;0.05;0.0;0.0;1.0;0.05;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5850323";"10/16/2004";"PACK_C";"Male";28.0;"Single";"Owner";"Highschool";"Executive";"Over_60k";18.17;6.2;22.18;13.0;18.0;8.0;23.2;4.55;18.13;36.0;52.33;7.0;13.48;14.48;9.23;5.0;31.0;17.0;22.13;5.77;12.33;33.0;40.23;23.0;20.17;5.9;0.0;1.0;14.0;5.0;11.97;7.32;6.78;16.0;26.05;3.0;20.38;0.0;7.1;2.0;18.0;0.0;2.0;8.42;17.07;15.0;27.32;2.0
"ID5850802";"10/19/2004";"PACK_B";"Female";57.0;"Married";"Owner";"Highschool";"Public_Employee";"Below_15k";24.18;5.67;0.7;3.0;25.0;9.0;4.83;0.0;25.72;37.0;30.55;0.0;16.52;1.73;2.72;3.0;28.0;4.0;3.57;0.0;17.4;35.0;20.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5850972";"01/06/2005";"PACK_A";"Male";49.0;"Married";"Owner";"Primary_School";"Labourer";"Over_60k";15.0;41.83;8.9;6.0;14.0;15.0;55.67;5.9;4.17;34.0;65.73;1.0;62.93;14.43;36.18;23.0;36.0;15.0;87.4;7.07;13.87;53.0;97.95;7.0;41.95;1.88;4.33;10.0;36.0;2.0;42.72;2.77;1.42;35.0;14.62;3.0;17.6;7.88;10.05;12.0;21.0;21.0;23.92;0.0;11.98;40.0;27.53;2.0
"ID5851065";"03/05/2005";"PACK_X";"Female";23.0;"Single";"Owner";"Highschool";"Labourer";"30_60k";46.33;33.53;30.25;34.0;65.0;34.0;67.25;5.47;37.4;97.0;110.12;36.0;35.53;12.57;37.33;30.0;50.0;23.0;62.57;2.12;20.62;77.0;85.43;26.0;38.05;14.07;26.07;40.0;82.0;30.0;42.8;1.53;33.85;86.0;78.18;62.0;77.22;14.52;21.87;28.0;89.0;39.0;58.92;2.33;50.13;105.0;111.38;50.0
"ID5851392";"01/25/2005";"PACK_B";"Male";46.0;"Married";"Owner";"Highschool";"Labourer";"15_30k";12.25;3.7;0.0;9.0;36.0;19.0;14.33;0.0;1.62;21.0;15.52;39.0;1.67;4.72;0.23;23.0;51.0;42.0;4.97;0.0;1.63;10.0;6.17;104.0;2.58;2.93;0.12;2.0;19.0;9.0;2.03;0.0;3.6;12.0;5.12;15.0;5.87;5.77;1.48;5.0;41.0;52.0;2.33;0.0;7.9;74.0;11.77;22.0
"ID5851659";"12/19/2004";"PACK_X";"Male";38.0;"Married";"Owner";"University";"Executive";"30_60k";23.75;14.02;14.35;7.0;25.0;4.0;5.67;2.48;42.15;33.0;52.12;3.0;11.47;0.0;1.73;2.0;13.0;0.0;5.38;0.3;7.42;14.0;13.2;1.0;21.48;10.32;3.42;6.0;19.0;10.0;8.68;3.97;20.28;34.0;35.22;1.0;28.07;4.58;4.05;8.0;74.0;39.0;13.82;1.0;21.97;48.0;36.78;41.0
"ID5853408";"05/05/2005";"PACK_B";"Male";24.0;"Single";"Family_Member";"Highschool";"Labourer";"15_30k";0.35;0.0;5.97;2.0;1.0;0.0;6.32;0.0;0.0;3.0;6.32;0.0;0.0;0.42;0.0;0.0;0.0;1.0;0.42;0.0;0.0;1.0;0.42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
"ID5854145";"08/21/2005";"PACK_B";"Male";21.0;"Single";"Owner";"Highschool";"Labourer";"30_60k";0.02;0.0;0.0;2.0;4.0;5.0;0.02;0.0;0.0;1.0;0.02;10.0;0.02;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.02;1.0;0.02;0.0;1.28;1.22;17.93;31.0;16.0;8.0;5.02;2.15;13.27;21.0;20.43;34.0;0.18;0.0;29.13;9.0;10.0;5.0;0.18;0.0;29.13;6.0;29.32;18.0
"ID5854411";"07/14/2005";"PACK_Z";"Male";49.0;"Married";"Owner";"Highschool";"Public_Employee";"15_30k";31.82;9.53;2.47;4.0;53.0;11.0;33.97;4.07;13.78;81.0;51.82;1.0;22.75;21.63;3.08;6.0;33.0;15.0;34.65;3.67;14.18;65.0;52.2;4.0;51.72;22.37;7.1;4.0;59.0;18.0;32.92;6.63;41.75;74.0;81.3;6.0;26.83;15.12;16.95;12.0;34.0;31.0;45.7;3.6;15.48;68.0;64.58;20.0
"ID5854607";"07/15/2005";"PACK_Z";"Male";40.0;"Divorced";"Owner";"Highschool";"Labourer";"30_60k";0.3;1.48;0.0;6.0;12.0;6.0;1.57;0.0;0.22;5.0;1.78;25.0;1.22;0.73;4.37;21.0;17.0;13.0;1.78;0.0;4.53;16.0;6.32;40.0;2.87;0.05;0.0;8.0;13.0;5.0;0.05;0.0;3.12;7.0;3.17;21.0;0.55;0.0;1.22;7.0;23.0;1.0;0.22;0.0;1.65;6.0;1.87;28.0
"ID5928594";"01/06/2005";"PACK_B";"Male";20.0;"Married";"Owner";"University";"Leader";"30_60k";19.5;14.08;64.4;73.0;36.0;21.0;63.1;8.68;23.33;112.0;97.98;18.0;15.68;9.1;47.37;45.0;34.0;12.0;35.77;15.72;19.52;76.0;72.15;15.0;6.13;13.8;13.85;25.0;24.0;14.0;12.83;11.23;9.55;52.0;33.62;10.0;2.78;0.43;13.53;21.0;9.0;5.0;11.28;4.5;0.43;24.0;16.75;8.0
"ID5951507";"01/14/2005";"PACK_Z";"Male";27.0;"Married";"Owner";"University";"Public_Employee";"30_60k";0.13;0.0;0.0;0.0;2.0;0.0;0.22;0.0;0.0;3.0;0.22;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.98;11.62;23.17;11.0;8.0;7.0;14.25;0.0;29.83;29.0;44.08;4.0;5.97;2.73;18.08;6.0;7.0;3.0;2.62;2.53;27.37;17.0;32.52;0.0
"ID5952572";"05/09/2005";"PACK_Z";"Female";23.0;"Single";"Family_Member";"Highschool";"Public_Employee";"15_30k";1.58;0.35;0.57;16.0;20.0;17.0;0.0;0.0;0.0;32.0;2.65;26.0;0.0;3.67;0.0;4.0;0.0;17.0;1.07;0.0;2.6;4.0;3.67;23.0;15.88;12.22;15.58;13.0;25.0;28.0;4.33;0.0;29.32;32.0;33.75;24.0;18.55;10.83;6.12;43.0;33.0;45.0;22.17;1.22;11.68;58.0;35.07;79.0
